Category,SubCategory,Title,OriginalPrice,DiscountedPrice,Discount,SellerName,NumberofRatings,PositiveSellerRatings,ShipOnTime,ChatResponseRate,DeliveryType,ProductToBeSold,SellPercentageToIncrease,Product_ID
"Watches, Bags, Jewellery",Kids Bags,Children Sun Hat Bag Set Kids Girls Summer Wide Brim Flower Sun Protection Straw Hat Beach Hat and Straw Shoulder Bag Suit,989,899,9,Emmababy,1,82,100,40,Free Delivery,55.01,11,36ce04a5-18eb-479c-b31c-9c8134fb5802
"Watches, Bags, Jewellery",Kids Bags,School Bag for Kids 1pcs,490,450,8,Sohag Store Ctg,1,83,0,100,Free Delivery,54.44,9,e9f088a7-e97e-4c52-90e5-a37684b28588
"Watches, Bags, Jewellery",Kids Bags,Kinder Garden School Bag,600,350,42,Alpha Super Shop,1,86,0,90,Standard Delivery,85.71,72,d8d1c0ee-0da5-4c5d-af56-9f2680d95ce5
"Watches, Bags, Jewellery",Kids Bags,Nylon Animal Children Backpacks Kids Preschool Bags Cartoon Panda Book Bags for Baby Girl Boy Anti Lost Backpack for Kids,350,220,37,Onlyshopping,1,80,0,87,Free Delivery,79.55,60,f0d3aea4-f1ad-4a8d-a74b-c3e8e79f2798
"Watches, Bags, Jewellery",Kids Bags,DishyKooker Kids Cartoon Dinosaur Backpack Large Capacity Kindergarten School Bag For Primary School Students,2350,1410,40,DishyKooker,0,0,100,88,Free Delivery,83.33,67,cead8269-3403-4f5e-a1fe-fb3aa8456b17
"Watches, Bags, Jewellery",Kids Bags,Zip It Good Waterproof Children's School Bags For Girls Kids Backpack Girls School Learning Backpacks Children Book Bags,2650,1800,32,Zip It Good,0,84,0,66,Free Delivery,73.61,48,5af2c90a-256f-4633-b751-29d3f64d27ac
"Watches, Bags, Jewellery",Kids Bags,Boy and girl baby small cute backpack,550,249,55,Digital Aladin,0,0,0,75,Standard Delivery,110.44,121,315adc06-0653-4a52-9dee-dcae66fed217
"Watches, Bags, Jewellery",Kids Bags,Children Backpacks Cute Student Schoolbags For Girls Primary School Bag Waterproof Children's Book Bags For Teenagers Girls Kids,1800,1350,25,ONE MORE.,0,72,0,74,Standard Delivery,66.67,34,52df3206-9918-4d2b-bd0c-43de361d3d54
"Watches, Bags, Jewellery",Kids Bags,MILITARY Canvas Vintage Backpack Rucksack School/College Shoulder Bag Standard Size Stylish Classic Waterproof ctb School Bag for Kids boy andStandard Size Stylish Classic Waterproof ctb School Bag for Kids boy and girl,1150,820,29,Milon Gift Center,1,73,0,100,Free Delivery,70.12,41,472fbfc0-5fd2-46f5-a1ba-23e0350fdd5c
"Watches, Bags, Jewellery",Kids Bags,School Bag Kids Bag For Made in China,900,735,18,Friend Collection,1,87,0,82,Free Delivery,61.22,23,9920ebf2-bd0f-4f55-89ff-8e7f3c23871f
"Watches, Bags, Jewellery",Kids Bags,Minnie Hello Kitty Spiderman Batman kindergarten baby early education bag,690,360,48,E-Telecom & Technology,1,79,0,85,Standard Delivery,95.83,92,a5f41ec0-6949-47cd-94c6-f0276ffe4c5d
"Watches, Bags, Jewellery",Kids Bags,Cartoon Kids Unicorn Canvas Backpack School Bag Fashion For Stationery SEVICH,1555,1024,34,SEVICH Store,0,77,100,100,Free Delivery,75.93,52,f1f28f83-4255-42d6-aae4-ead02e2f4e0b
"Watches, Bags, Jewellery",Kids Bags,New Animal Children mini Backpacks Kids Preschool Bags Cartoon Panda Book Bags for Baby Girl Boy Anti Lost Backpack for Kids,440,260,41,Al Hikma BD,0,0,0,50,Standard Delivery,84.62,70,a30150c2-ec36-4b47-befe-d299f813fc5d
"Watches, Bags, Jewellery",Kids Bags,Captain America Baby School Backpack Bag/Kid School Bags size 16 inch,1900,1390,27,Zip It Good,0,84,0,66,Free Delivery,68.35,37,49c67d41-5ccd-4896-bb55-e27e7e368a03
"Watches, Bags, Jewellery",Kids Bags,Children's Outdoor Shoulder Bag for Boys and Girls Mini Canvas Crossbody Bag – H-1207,540,340,37,Sadiqa's Bag House,1,0,0,100,Free Delivery,79.41,59,4f96353e-f990-446d-a3eb-56fdbae1ae69
"Watches, Bags, Jewellery",Kids Bags,Disney Cute Cartoon Characters Mickey Mouse Minnie Plush backpack Kids Schoolbag Layor,1100,736,33,Layor,0,78,100,100,Free Delivery,74.73,50,437fc6d6-03c5-4587-9964-162ffb170164
"Watches, Bags, Jewellery",Kids Bags,Waterproof Embroidery Multifunctional Anti-theft Backpacks school bag for girls Oxford Cloth Shoulder Begs For Teenagers Girls Large Capacity Travel School Beg,660,466,29,Shoily Online Shop,0,0,0,0,Free Delivery,70.82,42,066c70f7-cdd4-4a4e-8843-468ffcf2599a
"Watches, Bags, Jewellery",Kids Bags,Kids Cartoon Dinosaur Backpack Toddler Lovely Children Boy Girl School Shoulder Bag Kindergarten Cute Nylon Animal Print Bagpack,450,299,34,winter Cap BD,0,85,0,91,Free Delivery,75.25,51,239f8f09-e8ad-4c08-ba58-3dc607400e5b
"Watches, Bags, Jewellery",Laptop Bags & Cases,15.6 inch Laptop Sleeve Bag,850,325,62,Sigma Zone,87,88,0,100,Free Delivery,130.77,162,6e2f807a-1248-4da5-952c-2312cde660a1
"Watches, Bags, Jewellery",Laptop Bags & Cases,Laptop Sleeve Handbag Case for Macbook Pro Air 13.3 14 inch Waterproof Notebook Cover,950,324,66,Chinese mall BD,122,90,0,87,Free Delivery,146.6,194,718193fa-66e7-4332-aec8-13e83fb3f7b8
"Watches, Bags, Jewellery",Laptop Bags & Cases,New Classic Black Laptop Bag-Backpack,650,382,41,M.R. Bags Fashion,104,81,0,89,Free Delivery,85.08,71,c676c5ec-8db0-4764-bd75-019b494d8e64
"Watches, Bags, Jewellery",Laptop Bags & Cases,Laptop pouch bag 15.6 inch,325,167,49,Mayer Dua Dairy Food Store,106,88,0,100,Free Delivery,97.31,95,d611838a-523a-4968-b66e-19e0e1dfb5a4
"Watches, Bags, Jewellery",Laptop Bags & Cases,Laptop Bag | Office Bag | Business Bag | High Quality Office Bag | Unique Design Laptop Bag | Modern Office Bag | Modern Laptop Bag |,990,675,32,BanglaMotor E-commorce,94,90,0,95,Standard Delivery,73.33,47,619bae8b-d012-4464-b770-d89a81f128fd
"Watches, Bags, Jewellery",Laptop Bags & Cases,"14 Inch Laptop Sleeve Case with Handle, Waterproof Computer Cover Bag with Pocket Compatible with MacBook Pro 14 M1 Pro/Max 14 Inch Microsoft Hp Lenovo Acer",850,329,61,Wilson Trade,7,80,0,100,Standard Delivery,129.18,159,986d3e82-710a-4eba-a6ea-ee3ff1aabd2b
"Watches, Bags, Jewellery",Laptop Bags & Cases,"14 Inch Laptop Sleeve Case Computer Bag for HP Lenovo Dell ASUS Acer Chromebook 14 / HP Stream 14 / Dell Inspiron 14 / Lenovo IdeaPad 14 / Acer Spin 3 / ASUS ZenBook 14, Water-Resistant,",850,329,61,7X,42,86,0,100,Free Delivery,129.18,159,025dcb69-bd43-4470-a052-cccbd95c604e
"Watches, Bags, Jewellery",Laptop Bags & Cases,La ptop-Bag Note book Protective Case,1049,680,35,LouisWill,201,91,100,99,Free Delivery,77.13,55,9b1b2443-f251-41a6-aafd-f066410abe6c
"Watches, Bags, Jewellery",Laptop Bags & Cases,UG REEN Laptop Bag For Macbook Air 13.3 Inch Laptop Sleeve Case - Grey,1850,1183,36,Gadget World Dhaka,30,88,0,93,Free Delivery,78.19,57,0de2c71b-d25a-450f-b1ba-a42a195fec0c
"Watches, Bags, Jewellery",Laptop Bags & Cases,SamiaCrafts Premium Quality Laptop Bag Canvas Fabric Sleeve bag,650,345,47,SamiaCrafts,8,92,0,85,Free Delivery,94.2,89,2493f875-ef53-4392-be2b-8bc1ef2c3404
"Watches, Bags, Jewellery",Laptop Bags & Cases,Waterproof Pu Leather Pouch Case Laptop Sleeve Bag 13inch to 15.6 Inch - Black and Chocolate Color,480,294,39,Crazy Cow Leather,14,85,0,100,Free Delivery,81.63,64,a39eab08-c2c3-4078-a64c-59fe907e2063
"Watches, Bags, Jewellery",Laptop Bags & Cases,Laptop Sleeve Handbag Case for Macbook Pro Air 13.3 14 15 15.6 15.4 16 inch Waterproof Notebook Cover for Lenovo ASUS Xiaomi Bag,950,325,66,ViViD Gallery,87,89,0,99,Free Delivery,146.15,193,61e61973-c9da-4ac2-951f-2a9ee1f309e7
"Watches, Bags, Jewellery",Laptop Bags & Cases,HP Laptop pouch bag 14.6 inch,325,309,5,NS Technology,46,83,0,100,Standard Delivery,52.59,6,71d427cd-17c4-42d9-a89f-8b50b5d1bef6
"Watches, Bags, Jewellery",Laptop Bags & Cases,SamiaCrafts Premium Quality Laptop Bag Canvas Fabric Sleeve bag,650,345,47,SamiaCrafts,12,92,0,85,Free Delivery,94.2,89,98ef423c-7d23-4d09-aee9-3712187594fa
"Watches, Bags, Jewellery",Laptop Bags & Cases,Classic Smart Laptop Bag-Backpack,1890,685,64,Exclusive View,6,91,0,100,Free Delivery,137.96,176,bce224f8-977a-475c-8e02-3cbc6ab1dfcf
"Watches, Bags, Jewellery",Laptop Bags & Cases,"15.6 Inch Laptop Sleeve Case Waterproof Tablet Cover Bag Compatible With Macbook Air 11 12, Surface Pro 7+/7/6/5/4, Surface Laptop Go 2, Hp Samsung Acer Asus Chromebook With Handle. - Laptop Cover",850,329,61,7X,7,86,0,100,Free Delivery,129.18,159,0f0ed86e-bde3-43bc-9249-8b64a7cf049d
"Watches, Bags, Jewellery",Laptop Bags & Cases,Waterproof Laptop Sleeve Bag Laptop pouch Bag 14- 15.6  Sleeeve Bag,550,195,65,Asif Fashion BD,10,72,0,100,Free Delivery,141.03,183,44283f5c-c4af-4ca0-9d35-66e871f05638
"Watches, Bags, Jewellery",Laptop Bags & Cases,"GotWin 13.3 Inch Laptop Zipper Cover Sleeve Case Compatible With Macbook Air, Macbook Pro 13 Inch",1550,499,68,GotWin,5,79,0,100,Free Delivery,155.31,211,84c6e4ee-a22a-41e9-85d7-c0053e8bded6
"Watches, Bags, Jewellery",Laptop Bags & Cases,"15.6 16 Inch Laptop Sleeve Case with Handle, Waterproof Computer Cover Bag with Pocket Compatible with MacBook Pro 15 16 M1 Pro/Max,15-16 Inch Microsoft Hp Lenovo Acer",850,329,61,Wilson Trade,4,80,0,100,Standard Delivery,129.18,159,39298d83-b622-48ad-99c1-12ef250b8684
"Watches, Bags, Jewellery",Laptop Bags & Cases,Waterproof Laptop Sleeve Bag Laptop Pouch Bag 13- 15.6  Pu Black Color - Laptop Cover,500,214,57,Nohi fashion BD,14,70,0,60,Free Delivery,116.82,134,34e2bf62-304e-4de1-8ac0-a9611ed4aa6d
"Watches, Bags, Jewellery",Laptop Bags & Cases,"Livingtex Backpack Lightweight, Sleek for Travel, Business Casual or College, for Men",590,475,19,Livingtex,45,80,0,89,Standard Delivery,62.11,25,8c6579b6-a63d-4b54-8dff-94b2ab4ae458
"Watches, Bags, Jewellery",Laptop Bags & Cases,WIWU 13 inch Case for Macbook Air 2020 M1 A2338 A2289 A2251 Ultra Thin Plastic Hard Shell Case- Transparent,2000,1650,18,ZR Corporation,37,96,0,92,Standard Delivery,60.61,22,c262a29a-71aa-4ae5-8de9-3ab542603733
"Watches, Bags, Jewellery",Laptop Bags & Cases,Laptop pouch bag for 13.3 inch,360,180,50,NS Technology,83,83,0,100,Standard Delivery,100,100,afd11077-522c-44ba-ab6a-11a09149ab3b
"Watches, Bags, Jewellery",Laptop Bags & Cases,GotWin 14 inch Laptop Sleeve Waterproof Handle Laptop Bag Protective Business Computer Carrying Bag Compatible with 13.3-14 Inch Laptop/Chromebook/Notebook,850,380,55,GotWin BD,24,87,0,90,Free Delivery,111.84,124,87513eb7-c6b1-4a3b-9763-52fa9781c651
"Watches, Bags, Jewellery",Laptop Bags & Cases,WIWU ishield Hard Case for Macbook Pro 13 inch 2020 Release M1 2022 M2 A2338 A2289 A2251 A2159 Plastic Hard Shell Case- Transparent,2000,1497,25,ZR Corporation,29,96,0,92,Free Delivery,66.8,34,307a3418-c4ef-43d0-b5df-23ea35767a04
"Watches, Bags, Jewellery",Laptop Bags & Cases,Dell Essential Laptop Backpack 15.6 Inch,1200,990,18,Takeplus Computers,11,92,0,100,Standard Delivery,60.61,22,a52ab00c-ca28-40b5-b023-2f352b5dc45c
"Watches, Bags, Jewellery",Laptop Bags & Cases,Fashionable Hand Made Boho Bag for girls and women,545,380,30,Caruchoa,1,0,0,100,Free Delivery,71.71,44,2aee3fb1-8548-43d3-ba92-1a202b7cdc74
"Watches, Bags, Jewellery",Laptop Bags & Cases,WIWU Macbook Leather Sleeve Bag Air and Pro 13.3 inch skin pro 2,2800,2156,23,ZR Corporation,20,96,0,92,Free Delivery,64.94,30,782c9e7e-a8a3-4ec6-a61e-3a214e4ed0d1
"Watches, Bags, Jewellery",Laptop Bags & Cases,Business Laptop Travel Handbag Bags,790,599,24,Apollo Mart,6,75,0,83,Free Delivery,65.94,32,4ec42b8e-7547-4143-ae5c-c07984db73cd
"Watches, Bags, Jewellery",Laptop Bags & Cases,Indispensable -Upscale Living -HP Prelude Laptop Bag for 15.6 Laptops- Inventive Choice Qualityful - Easy To care and Longive,700,569,19,7X,33,86,0,100,Free Delivery,61.51,24,b3b5eace-b72b-43d4-9aea-be796395adde
"Watches, Bags, Jewellery",Laptop Bags & Cases,Hp Laptop Bag For Shoulder Official Bag - Laptop Bag,700,569,19,Sigma Zone,13,88,0,100,Free Delivery,61.51,24,82c43301-d610-42b8-b558-cc065765cd57
"Watches, Bags, Jewellery",Laptop Bags & Cases,New Classic Black Laptop Bag-Backpack,650,440,32,M.R. Bags Fashion,0,81,0,89,Free Delivery,73.86,48,af5427d4-5aab-4dd1-a4e0-cbe03b2f0297
"Watches, Bags, Jewellery",Laptop Bags & Cases,"Laptop Pouch Bag 15, 14, 13.5, 12, 11, 10 inch Ultra Slim Double Layer Wool Felt Pouch Bag for Apple Mac book, HP, Lenovo, Acer, Dell universal Laptop Pouch Bag Hand bag Black - Laptop Bag",450,318,29,Best Buy 247,22,88,0,100,Free Delivery,70.75,42,2f94fc50-b331-4700-8685-caa843c00be2
"Watches, Bags, Jewellery",Laptop Bags & Cases,Waterproof Laptop Bag 15.6 Inch,550,360,35,XAVIR,229,82,0,90,Standard Delivery,76.39,53,e4b00d72-6135-4f1b-9485-86c1a865a0ab
"Watches, Bags, Jewellery",Laptop Bags & Cases,Laptop Prelude Bag for 15.6 Laptops,700,569,19,7X,2,86,0,100,Free Delivery,61.51,24,136be44a-6fe0-40b1-90b5-0239b6c71116
"Watches, Bags, Jewellery",Laptop Bags & Cases,WiWu Piilot Laptop Sleeve Within 15.4 - 16 inch - Black/ Grey,2499,1649,34,Gadget World Dhaka,4,88,0,93,Free Delivery,75.77,52,5cb8e8d0-3e57-4b02-9dc9-43dffe733737
"Watches, Bags, Jewellery",Laptop Bags & Cases,"GotWin 13.3 Inch Laptop Sleeve Case Compatible With Macbook Air, Macbook Pro 13.3 Inch",1150,550,52,GotWin BD,19,87,0,90,Free Delivery,104.55,110,95f0eae8-2374-41f7-b10a-21c64d53a0aa
"Watches, Bags, Jewellery",Laptop Bags & Cases,SamiaCrafts Laptop Pouch Bag Premium Quality Canvas Fabric bag with Waterproof bag,650,345,47,SamiaCrafts,0,92,0,85,Free Delivery,94.2,89,68e3715b-4beb-4a2d-9827-0c56c6f97d8b
"Watches, Bags, Jewellery",Laptop Bags & Cases,"Laptop And Business Handbag, Cross body Bag",999,626,37,Comrade Fashion Choice,2,0,0,100,Standard Delivery,79.79,60,b09d4503-b30b-4105-885d-4aa086228e06
"Watches, Bags, Jewellery",Laptop Bags & Cases,Ultraslim Laptop Notebook universal cover bag for 13 14 15 15.6 inch laptop,1650,1200,27,Ariano,17,89,0,100,Standard Delivery,68.75,38,1b12c836-af87-4848-baf4-a4c2bb79751e
"Watches, Bags, Jewellery",Laptop Bags & Cases,Laptop Sleeve Waterproof Handbag for 15.6 inch Laptops - Laptop Bag - Laptop Bag,850,329,61,Wilson Trade,1,80,0,100,Standard Delivery,129.18,159,59bd6727-426f-404a-b798-c9cfa94ac920
"Watches, Bags, Jewellery",Laptop Bags & Cases,Beautiful Laptop Bag Canvas Fabric Sleeve Bag Water-resistant,500,345,31,SamiaCrafts,1,92,0,85,Free Delivery,72.46,45,613c5300-3ecf-4b90-bf39-ddae0079b22d
"Watches, Bags, Jewellery",Laptop Bags & Cases,14 inch Laptop Sleeve Laptop Pouch Waterproof and ultra slim - Laptop Bag,850,329,61,Sigma Zone,6,88,0,100,Free Delivery,129.18,159,7b4e5cdc-1746-4e65-bdbd-db0e8cc5fa50
"Watches, Bags, Jewellery",Laptop Bags & Cases,"Laptop Pouch Bag 14,13.5 Inch Ultra Slim Double Layer Wool Felt Pouch Bag For Apple Mac Book, Hp, Lenovo, Acer, Dell Universal Laptop Pouch Bag Hand Bag Black - Laptop Bag - Laptop Cover",350,311,11,Best Buy 247,9,88,0,100,Free Delivery,56.27,13,f635ebac-64f2-4bbf-992f-70b49dae734a
"Watches, Bags, Jewellery",Laptop Bags & Cases,UGREENs Laptop Zipper Cover Sleeve Case for MacBook Air MacBook Pro 14 inch - Grey,1999,1249,38,Gadget World Dhaka,28,88,0,93,Free Delivery,80.02,61,fa623eaa-11d6-40c4-b932-7cd459ffab73
"Watches, Bags, Jewellery",Laptop Bags & Cases,Waterproof Laptop Bag 15.6 Inch,600,370,38,XAVIR,90,82,0,90,Standard Delivery,81.08,63,942f256f-b81a-4dba-9ad5-02fb117b852e
"Watches, Bags, Jewellery",Laptop Bags & Cases,Macbook Sleeve Bag Air and Pro 13.3 inch skin pro 2,750,279,63,Nohi fashion BD,1,70,0,60,Free Delivery,134.41,169,f81ec372-83d0-457d-aef1-333c0c1505fc
"Watches, Bags, Jewellery",Laptop Bags & Cases,Arctic Hunter BackPack- AH- 1628 (Black),1750,1007,42,Raw Identity BD,1,100,0,75,Standard Delivery,86.89,74,235fc90e-bd45-4a90-af37-2997c38ee92b
"Watches, Bags, Jewellery",Laptop Bags & Cases,"Arctic Hunter Officie and University Laptop Backpack, 15.6 Inch, Black",1950,1320,32,Ayat Bd Store,0,76,0,100,Free Delivery,73.86,48,87811a74-7e0e-461b-ba80-62bce962b164
"Watches, Bags, Jewellery",Laptop Bags & Cases,"15.6 16 Inch Laptop Sleeve Case with Handle, Waterproof Computer Cover Bag with Pocket",700,339,52,Banijjo BD,15,87,0,99,Free Delivery,103.24,107,b81bdb2e-37ca-4a48-acd0-840ed91186d2
"Watches, Bags, Jewellery",Laptop Bags & Cases,EverToner 13.3 - Inch Laptop Sleeve Case Bag for Surface Laptop Macbook Pro Protective Carrying Handbag Cover for Most 14 Inch,1512,1058,30,EverToner,10,90,100,100,Standard Delivery,71.46,43,8108cf3c-9810-46af-a57a-850b17667899
"Watches, Bags, Jewellery",Laptop Bags & Cases,HP laptop pouch bag for 15.6 inch,325,325,0,NS Technology,7,83,0,100,Standard Delivery,50,0,c5782c93-01b4-4ac4-ad6e-1f185703662f
"Watches, Bags, Jewellery",Laptop Bags & Cases,14 Inch Laptop Sleeve Laptop Pouch Waterproof And Ultra Slim - Laptop Bag - Laptop Cover,850,329,61,Sigma Zone,11,88,0,100,Free Delivery,129.18,159,b3f31b2d-4873-4a10-b22e-9423c8962d54
"Watches, Bags, Jewellery",Laptop Bags & Cases,Backpack Styles Leather Bag Use Laptop For Men,1650,860,48,Friend Collection,0,87,0,82,Free Delivery,95.93,92,6dc922e0-ac42-4daf-91f8-57c2734cfe85
"Watches, Bags, Jewellery",Laptop Bags & Cases,Asus ROG BP1501G Gaming Backpack,3250,2731,16,ASUS,5,94,0,98,Free Delivery,59.5,19,661050b8-983c-4ebb-9399-ea2b7e3898bf
"Watches, Bags, Jewellery",Laptop Bags & Cases,3 In1 Waterproof Laptop Bag Case PU Leather Notebook Cover Laptop Sleeve Bag With Stand Mouse Pad,1850,567,69,Priyo eStore,4,87,0,100,Free Delivery,163.14,227,1e91b026-57d3-4108-8ce9-0974c702eed0
"Watches, Bags, Jewellery",Laptop Bags & Cases,SamiaCrafts Premium Quality Laptop Bag Canvas Fabric Sleeve bag Full Water-resistant,650,345,47,SamiaCrafts,1,92,0,85,Free Delivery,94.2,89,6f8e44ac-749a-4f03-a4fe-c3fe606df9b3
"Watches, Bags, Jewellery",Laptop Bags & Cases,14.6 Laptop Pouch Bag with Zipper - Black - Laptop Bag - Laptop Bag,700,315,55,Hanif Computer And Technology,26,84,0,0,Standard Delivery,111.11,123,82125741-f6b0-4a46-85e3-ad485f8989cd
"Watches, Bags, Jewellery",Laptop Bags & Cases,Waterproof Laptop Safety Bag Macbook Pouch Bag Up to 15.4 inch - Laptop Bag,1200,465,61,Runa Care Shop,13,82,0,100,Free Delivery,129.03,159,edf71495-7b85-41ae-b534-9fef6f4176cc
"Watches, Bags, Jewellery",Laptop Bags & Cases,Fasheon Laptop Bag 10635 14 inchi - Laptop Bag - Laptop Bag,1000,499,50,Ma digital shop 1648039460,11,76,0,100,Standard Delivery,100.2,101,dbbe28e1-5910-40bf-b34f-7f60d66a6416
"Watches, Bags, Jewellery",Laptop Bags & Cases,Cat Fabric 4G Laptop & Office Bag with 4 Way Carry System 13 inch Men's Business Travel Backpack Laptop Bag My SHOPEE BD - Beg For Men,900,525,42,My SHOPEE WORLD,7,85,0,94,Standard Delivery,85.71,72,44b7252a-9b10-46e3-b6d0-86c8c0114028
"Watches, Bags, Jewellery",Laptop Bags & Cases,Goloen Wolf Men Laptop Backpack Anti-Theft Travel Bags - Black Gb00444,3000,2050,32,Afsheen Bags,25,93,0,99,Free Delivery,73.17,47,4cce61a6-c1de-4d36-a758-7951b7788459
"Watches, Bags, Jewellery",Laptop Bags & Cases,14 Inch Laptop Cover Pouch Waterproof & Stylish Design,850,329,61,7X,6,86,0,100,Free Delivery,129.18,159,5f361aa7-6f69-47c0-bc33-74c5341a50ca
"Watches, Bags, Jewellery",Laptop Bags & Cases,Modern Laptop Bag | Office Bag | Business Bag | Modern Business Bag | Fashion Business Bag | Laptop Fashion,1600,795,50,BanglaMotor E-commorce,9,90,0,95,Standard Delivery,100.63,102,7917523c-b63e-4e51-b586-1e7d18dc9c03
"Watches, Bags, Jewellery",Laptop Bags & Cases,Attractive/Premium Quality Laptop Bag Canvas Fabric Pouch/Sleeve/bag/ & Waterproof,500,345,31,SamiaCrafts,0,92,0,85,Free Delivery,72.46,45,71ca027e-b9a2-43f8-9cc0-0fa0911b18ca
"Watches, Bags, Jewellery",Laptop Bags & Cases,11 13 14 15.4 15.6 inch Laptop Bag Sleeve Case Cover Notebook Pouch Multi-function For MacBook Air Pro Lenovo HP Dell Asus,1668,1014,39,ALLGOOD,186,86,100,96,Free Delivery,82.25,65,8a1d49e1-dad1-4629-8bb2-61a23294892b
"Watches, Bags, Jewellery",Laptop Bags & Cases,Waterproof Laptop Bag 15.6 Inch - Laptop Bag,1050,675,36,Click & Katch,97,89,0,96,Standard Delivery,77.78,56,217844e6-1d41-4a3b-9b2b-2df416af2812
"Watches, Bags, Jewellery",Laptop Bags & Cases,Office Bag BackPack for Men Casual Official Bag Handbag 12 inch Laptop bag,1350,1100,19,Urban Le.,1,92,0,100,Free Delivery,61.36,23,80f25274-acc8-4170-b7d8-70584436ab2a
"Watches, Bags, Jewellery",Laptop Bags & Cases,"WIWU Macbook Case, MacBook Air M2 13.6 inch Case 2022 Release A2681 M2 Air, Protective Plastic Hard Shell Case Cover",2200,1847,16,ZR Corporation,5,96,0,92,Free Delivery,59.56,20,8b81f387-2487-4411-855a-b24576bc2895
"Watches, Bags, Jewellery",Laptop Bags & Cases,Arctichunter bagpack school bag office bag for men's,1550,1015,35,Loge Aci.com,5,88,0,100,Standard Delivery,76.35,53,2cd516d9-b7c3-47c4-9c76-d53d63793778
"Watches, Bags, Jewellery",Laptop Bags & Cases,Livingtex Waterproof Laptop Backpack Best quality - Grey,850,484,43,Livingtex,16,80,0,89,Standard Delivery,87.81,76,5b80ddbb-116b-4108-b4e0-5a3376a5d0b5
"Watches, Bags, Jewellery",Laptop Bags & Cases,U green 13.3″ Laptop Sleeve Case For 13″ /13.3″ /14″ /14.9″,2000,1250,38,Gadget Band,3,83,0,68,Free Delivery,80,60,39790b22-ef00-45bb-80ed-a131415e44fa
"Watches, Bags, Jewellery",Laptop Bags & Cases,for Newest Macbook Pro 14 16 inch 2021 A2442 A2485 M1 Pro 13.3 inch 2020 A2338 A2337 A2251 A2289 Air Pro 13 15 inch Air 11 12 13 A2179 A2159 A1707 A1990 A1706 A1989Case Hard Protect Free Keyboard Cover,2151,2043,5,Damaiba,1,78,100,0,Free Delivery,52.64,6,e9afb3b7-de8b-4b51-b351-6ed150933059
"Watches, Bags, Jewellery",Laptop Bags & Cases,For MicroSoft Surface Pro 8 Acrylic Transparent Hand Strap Laptop Case,3469,2379,31,Sunsky,0,87,100,88,Free Delivery,72.91,46,7b9c32b7-f06d-4312-a09a-4b63aa50e89b
